Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
507,6,16,28,40,40,36,31,31,51,57,41,41,48,46,36,30,18,20,15,13,13,9,10,7,6,8,9,3,4,2,5,4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,2,1,3,7,15,33,47,59,61,67,51,51,43,39,30,40,26,38,22,16,12,10,5,10,10,5,4,3,5,3,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,5,8,18,23,32,29,37,44,50,37,34,32,33,23,22,26,24,40,31,28,24,12,17,15,15,9,14,9,10,10,1,3,1,3,2,2,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,1,1,3,4,5,9,16,15,20,26,14,13,11,25,33,26,42,34,28,28,27,28,32,28,40,26,30,24,20,15,10,10,15,13,14,8,6,5,9,3,6,4,2,1,NA,NA,NA,NA,NA,NA
511,1,1,4,1,4,6,12,14,19,17,21,24,33,28,39,30,45,37,38,38,37,32,33,30,24,24,22,14,12,11,10,8,4,8,3,11,8,5,3,5,4,2,2,2,5,1,1,1,1,NA
512,1,1,1,4,15,15,20,24,35,47,62,57,42,51,51,49,34,40,31,20,12,20,12,13,11,7,3,7,6,3,3,3,3,3,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,1,2,1,4,4,6,9,9,26,17,26,24,30,30,31,43,32,25,37,30,33,28,30,24,37,30,17,17,15,13,6,15,15,13,8,8,4,5,6,5,2,2,4,3,3,3,2,NA,NA,NA
514,1,2,1,9,19,33,40,54,40,42,35,35,25,15,17,22,21,25,24,21,11,11,13,13,9,7,9,6,9,7,3,2,2,3,1,2,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
515,1,2,1,2,10,20,13,17,27,28,29,29,19,33,22,19,28,34,42,37,27,38,29,32,32,26,28,21,18,11,8,10,8,3,2,5,3,3,1,2,1,5,1,1,1,1,NA,NA,NA,NA
516,3,1,6,7,14,30,44,51,51,51,42,35,20,22,19,22,24,26,28,17,18,14,25,14,15,13,16,8,14,7,9,13,4,8,8,9,5,3,4,1,4,1,2,1,1,NA,NA,NA,NA,NA
517,15,55,40,54,81,77,53,72,64,48,37,22,23,23,15,12,7,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,2,3,21,25,39,41,38,24,20,23,40,33,51,46,33,31,29,12,19,9,7,10,10,6,1,7,2,3,3,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,2,1,3,6,5,17,27,30,25,31,23,29,27,30,36,35,41,37,40,39,27,24,35,24,18,17,10,15,10,9,7,10,3,7,5,3,5,5,2,3,4,5,1,1,1,NA,NA,NA,NA,NA
520,1,2,1,4,9,7,17,12,17,21,26,29,22,30,37,28,31,21,47,31,24,28,29,26,24,15,26,20,17,18,12,12,13,12,8,4,16,6,3,5,5,4,4,3,1,3,1,2,1,NA
521,1,1,2,1,1,1,3,9,16,18,26,25,32,30,38,39,47,39,38,42,40,36,37,28,36,32,21,19,15,12,7,8,4,6,3,5,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
522,1,3,3,3,12,19,24,26,25,28,25,29,28,33,36,44,32,31,27,25,27,21,11,13,12,15,10,5,6,2,5,1,1,2,2,1,2,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
523,1,3,2,15,31,27,25,30,29,36,36,33,35,40,31,34,30,23,25,23,25,25,25,22,22,16,9,10,4,4,8,8,9,11,6,9,5,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
524,2,2,6,26,21,12,17,5,2,1,1,1,3,3,14,44,56,47,62,62,44,57,43,42,42,28,32,33,22,11,15,9,17,8,12,10,2,9,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
525,1,1,3,3,7,5,14,18,21,9,18,16,21,22,26,23,32,29,25,29,34,40,40,32,25,20,24,31,20,19,16,14,16,13,8,5,11,7,7,6,4,5,1,1,1,4,2,3,2,NA
526,1,1,1,2,9,15,20,25,23,29,35,23,48,41,26,27,21,22,21,26,20,18,30,23,14,26,17,9,13,5,9,8,15,12,15,7,17,6,10,7,8,6,8,7,2,3,2,NA,NA,NA
527,1,1,1,1,1,2,6,13,18,21,34,37,34,36,25,44,41,44,45,33,37,37,39,31,22,22,18,11,13,13,10,10,6,2,5,4,5,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,10,26,35,60,57,63,42,33,17,15,21,12,16,29,26,42,38,24,9,21,14,10,19,17,6,9,10,5,5,10,4,2,4,5,2,3,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
529,1,1,8,10,13,15,21,34,34,35,41,35,45,30,22,30,27,31,32,31,29,28,16,21,22,19,14,9,6,8,9,5,8,9,8,6,5,2,3,2,2,2,2,1,1,1,1,NA,NA,NA
530,1,1,3,8,14,34,26,36,34,47,47,33,38,33,36,37,38,40,49,38,29,28,30,14,27,15,14,14,18,19,6,6,8,3,7,5,4,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA
531,1,4,3,8,7,15,17,19,26,30,37,30,37,37,37,29,46,34,29,27,29,28,25,18,19,22,18,16,13,10,6,5,10,3,7,4,5,4,3,5,1,5,1,1,1,1,1,1,NA,NA
532,3,2,1,1,1,1,1,4,5,16,26,36,58,48,56,36,50,52,53,44,39,37,26,19,18,22,12,17,14,8,8,2,5,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2,5,14,20,24,23,31,41,41,39,31,40,38,38,35,27,31,21,19,30,18,21,22,11,14,16,12,10,9,8,7,1,1,3,1,5,5,2,1,4,2,2,1,1,1,NA,NA,NA,NA,NA
534,2,2,9,14,34,30,35,29,33,29,28,36,38,30,35,25,29,15,30,15,19,15,9,12,7,8,5,5,5,2,4,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,3,1,2,1,1,1,1,4,12,11,29,27,20,8,18,19,26,35,33,48,37,34,32,19,27,27,29,37,22,15,12,16,15,13,13,13,9,11,3,11,6,4,8,5,5,1,1,5,NA,NA
536,3,4,7,18,20,31,16,24,25,19,41,34,28,36,30,32,24,27,30,24,24,24,20,12,25,20,19,7,17,11,8,8,10,7,7,10,5,4,9,2,1,2,2,1,1,1,NA,NA,NA,NA
537,1,2,2,1,23,32,34,37,47,66,49,48,48,28,38,33,29,36,28,26,13,14,22,16,9,8,10,9,5,4,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,5,6,7,25,27,23,9,11,9,13,17,31,20,32,33,50,39,47,42,29,21,32,24,20,26,15,17,16,8,14,11,7,3,6,7,10,9,1,3,6,1,1,1,1,NA,NA,NA,NA,NA,NA
539,2,2,3,2,6,10,14,20,12,11,24,20,22,20,24,20,29,22,25,22,19,19,20,22,25,19,15,10,18,23,24,17,6,10,5,11,4,6,3,4,1,1,2,3,1,NA,NA,NA,NA,NA
540,1,1,2,3,6,14,27,28,48,32,40,45,31,43,28,31,24,26,31,20,13,18,9,15,7,7,7,7,4,4,5,3,5,1,2,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
541,5,9,19,28,54,55,37,48,48,27,41,47,39,38,21,30,22,19,12,15,11,12,15,6,8,13,5,10,3,6,2,3,2,5,6,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,1,3,2,7,8,18,15,28,33,38,41,28,28,28,21,20,24,32,15,20,17,19,14,14,16,16,10,9,15,13,8,5,8,7,4,2,4,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
543,1,3,9,25,26,61,65,61,64,42,21,13,16,11,17,35,34,24,29,27,27,22,14,17,11,13,8,6,5,5,6,3,2,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,3,1,12,20,21,23,28,31,45,48,36,40,34,37,27,35,23,31,23,17,21,23,19,13,12,13,8,7,11,13,11,10,5,1,6,7,5,4,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA
545,2,4,13,31,32,45,58,60,34,34,20,21,13,15,15,10,16,20,16,25,25,25,20,16,21,15,14,12,6,9,9,9,7,6,9,4,11,2,7,5,1,4,3,3,1,1,1,NA,NA,NA
546,2,1,7,9,12,25,27,34,23,32,39,40,41,32,27,32,27,37,26,31,20,31,19,11,14,18,10,10,11,17,12,9,7,7,5,8,2,3,5,3,2,3,2,1,1,NA,NA,NA,NA,NA
547,2,2,2,4,3,10,18,9,15,18,32,29,32,35,31,44,42,29,30,28,31,14,22,21,15,9,8,12,7,5,7,3,3,10,2,3,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA
548,1,1,1,6,60,107,96,79,54,58,66,46,38,26,31,13,14,10,1,3,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,1,2,1,2,4,9,13,22,26,27,25,28,30,25,27,33,38,29,32,21,40,33,27,23,26,26,22,20,22,16,7,15,12,12,6,9,5,4,4,1,1,4,1,1,2,1,NA,NA,NA,NA
550,1,1,1,1,1,3,5,6,19,18,27,29,29,30,33,29,28,35,23,39,33,42,34,37,23,33,25,26,21,19,13,17,9,5,7,5,6,2,4,2,1,1,5,2,1,1,NA,NA,NA,NA
551,6,9,13,21,27,34,30,40,44,44,39,38,48,36,28,31,26,17,20,29,18,15,14,8,17,15,6,6,9,3,5,3,6,5,4,4,1,4,2,2,1,1,1,2,1,2,NA,NA,NA,NA
552,2,28,36,36,30,46,65,69,47,23,11,9,13,20,22,37,24,29,33,22,15,12,15,12,9,9,5,8,9,6,6,2,7,2,4,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,3,12,11,23,20,27,22,42,33,45,38,33,37,40,30,29,29,27,17,23,11,12,15,16,14,13,12,12,14,11,11,12,7,5,5,5,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
554,2,2,7,8,10,18,16,19,28,38,44,42,34,40,48,42,40,32,39,27,25,42,21,18,12,15,14,12,6,3,11,3,3,5,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,1,5,6,12,13,14,21,21,23,28,29,23,29,30,23,31,25,25,30,18,21,23,21,21,9,15,14,10,5,11,8,4,7,6,3,3,3,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
556,1,1,2,3,5,14,14,18,30,35,37,51,44,45,32,40,30,32,35,24,26,19,24,12,15,13,10,11,11,10,9,8,7,15,10,12,5,6,5,1,4,1,1,2,2,1,1,NA,NA,NA
557,1,1,1,1,3,6,19,37,41,47,56,57,47,44,32,40,36,29,23,23,20,29,18,19,9,11,14,9,9,7,6,8,8,6,6,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,2,2,6,5,8,15,21,27,18,35,25,31,29,36,41,29,23,25,30,26,17,33,17,21,24,20,17,22,17,21,13,11,9,4,6,11,8,4,2,4,6,1,5,2,3,2,1,NA,NA,NA
559,5,16,25,38,22,6,10,1,1,2,4,13,26,28,50,45,39,28,32,34,28,24,27,39,21,17,18,10,10,13,12,13,8,8,11,6,9,7,5,7,2,1,2,3,1,1,1,1,1,NA
560,1,1,1,20,32,38,62,39,39,48,59,62,63,52,41,23,32,16,13,11,8,11,4,6,7,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,1,1,4,5,9,20,16,33,29,32,52,25,27,31,24,24,21,31,24,20,26,35,30,23,24,16,23,17,10,13,7,6,8,7,14,6,5,5,4,5,8,4,2,1,1,1,NA,NA,NA,NA
562,1,1,1,1,3,8,7,14,16,14,23,15,21,21,21,25,34,38,37,41,37,51,45,41,57,41,35,41,35,41,29,11,16,15,9,9,9,4,4,2,1,2,2,1,NA,NA,NA,NA,NA,NA
563,1,1,2,2,5,3,5,15,25,15,29,26,56,52,43,40,57,40,42,40,32,29,27,21,13,16,16,19,4,5,10,3,8,3,5,5,2,4,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
564,1,2,2,1,2,2,4,12,13,15,22,36,32,33,26,39,43,55,51,47,38,34,41,26,28,26,17,8,4,13,7,7,5,4,7,3,9,3,4,2,1,2,1,1,1,NA,NA,NA,NA,NA
565,1,3,2,2,5,11,28,37,50,49,63,50,36,24,16,20,14,33,31,34,23,23,24,17,16,11,13,8,12,7,5,7,12,5,7,9,6,1,5,4,1,2,2,1,NA,NA,NA,NA,NA,NA
566,1,3,8,14,25,32,30,37,38,40,40,37,29,23,30,29,32,28,27,24,20,19,30,11,23,16,20,10,12,8,8,4,5,6,1,4,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
567,5,9,6,22,23,33,27,33,37,44,45,41,20,31,29,32,31,28,30,30,23,18,17,18,7,8,17,8,10,10,2,7,12,3,1,2,3,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
568,1,3,3,1,5,5,14,28,27,39,30,41,30,37,30,29,34,38,30,27,30,29,41,34,25,27,15,17,14,8,6,2,4,8,2,2,1,2,2,7,2,1,1,NA,NA,NA,NA,NA,NA,NA
569,1,3,3,5,4,14,12,14,13,19,6,5,9,5,7,9,5,17,29,27,28,33,36,38,39,30,35,47,29,27,26,33,24,16,12,10,17,8,8,7,1,3,3,7,4,2,1,1,3,NA
570,2,1,3,1,4,6,19,33,45,43,48,54,53,47,49,38,31,35,21,20,24,24,14,18,16,14,6,12,9,5,5,5,5,2,1,3,1,1,3,2,1,1,2,3,NA,NA,NA,NA,NA,NA
571,2,6,5,7,9,20,23,32,26,28,28,31,28,35,20,23,16,31,19,18,21,20,27,23,19,13,16,12,9,10,5,3,1,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,5,10,19,29,42,39,59,45,46,47,41,24,33,27,34,37,35,17,24,19,11,10,10,12,6,10,8,5,6,2,1,4,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,4,1,3,6,6,15,18,16,22,30,33,26,37,28,27,17,17,19,10,24,19,17,11,18,12,19,14,10,16,11,18,9,11,5,10,6,9,6,5,3,2,1,3,1,1,1,1,NA,NA,NA
574,1,1,2,1,15,17,13,33,23,37,33,38,30,29,29,36,35,47,26,31,31,21,24,12,16,18,12,8,17,16,10,7,11,6,4,4,6,6,4,4,2,4,2,1,1,2,1,1,NA,NA
575,16,38,31,16,15,48,63,56,31,13,9,11,23,28,29,31,23,13,16,13,10,9,7,8,6,3,1,10,2,4,5,2,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,6,6,13,27,22,41,44,36,28,33,22,30,30,43,30,39,25,34,41,19,12,13,9,14,14,10,8,11,8,7,15,12,6,3,5,2,4,2,1,4,1,2,1,1,1,NA,NA,NA,NA,NA
577,2,1,1,5,9,13,15,14,34,34,40,36,41,42,41,28,39,32,29,27,26,26,18,20,26,16,19,13,6,7,14,6,7,5,13,3,7,4,5,1,1,2,2,1,1,1,1,1,NA,NA
578,4,2,2,1,2,5,8,6,17,12,11,22,25,28,25,33,31,46,40,44,59,48,51,39,35,36,32,33,20,27,16,12,8,7,9,14,10,6,8,1,4,1,1,1,3,1,1,1,NA,NA
579,4,5,12,17,33,30,38,38,28,28,21,36,35,36,37,38,41,37,21,26,21,17,13,12,11,19,8,9,5,10,6,5,7,4,2,4,5,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA
580,1,1,4,5,6,6,16,25,26,34,38,49,43,62,40,36,40,46,40,17,27,21,27,15,15,20,8,6,9,7,13,4,7,4,4,4,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
581,2,5,11,25,26,31,14,7,2,10,6,14,40,43,36,38,34,19,14,26,15,22,9,28,24,18,25,25,13,14,11,9,15,8,13,13,11,8,6,3,6,4,4,5,5,5,3,2,1,2
582,1,1,1,1,4,1,6,6,20,25,46,60,44,40,46,32,29,32,25,21,20,30,30,19,23,24,20,16,15,11,9,13,10,11,8,7,4,9,4,4,1,1,1,1,1,NA,NA,NA,NA,NA
583,2,10,13,22,17,15,18,30,22,35,24,36,30,27,42,33,37,36,39,32,32,30,19,10,21,10,6,8,5,5,11,6,12,9,5,8,5,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
584,3,2,1,13,15,14,26,33,38,27,37,29,26,32,39,28,37,31,39,27,31,26,17,24,22,12,13,11,10,16,11,10,3,4,7,3,3,5,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA
585,4,4,20,18,36,25,25,25,35,33,35,42,38,40,31,30,28,29,26,25,19,19,27,18,18,16,9,8,5,12,6,6,4,3,1,3,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
586,1,3,5,6,10,25,41,31,42,30,31,33,32,25,20,31,35,29,27,41,37,30,38,16,22,21,12,12,7,7,6,4,6,2,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,1,1,1,2,2,3,4,10,14,16,23,24,26,30,34,32,37,30,36,17,37,29,25,24,24,24,22,7,6,7,7,4,8,5,4,3,5,4,1,1,1,1,2,2,1,1,1,NA,NA,NA
588,1,1,1,3,7,17,25,36,38,34,35,40,40,31,30,39,30,35,33,38,33,29,22,26,18,10,18,6,11,4,7,7,8,6,1,6,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
589,1,14,35,25,30,42,44,72,83,47,31,39,52,51,34,33,17,8,21,6,7,5,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,3,6,9,6,6,18,25,24,23,30,27,32,38,24,42,35,39,33,30,33,27,30,23,22,20,19,18,11,10,10,10,5,6,10,4,2,1,5,2,2,1,1,1,2,2,1,NA,NA,NA,NA
591,1,4,7,10,9,12,19,20,19,30,21,27,28,24,39,19,27,24,36,23,24,24,22,32,28,23,25,13,13,20,9,16,15,7,11,2,6,9,4,5,6,4,5,1,3,1,1,NA,NA,NA
592,1,3,1,5,9,14,22,16,19,13,15,5,12,27,16,22,34,33,32,31,28,32,26,20,28,34,14,30,29,26,16,21,13,15,12,11,8,9,6,10,4,2,1,1,1,2,1,NA,NA,NA
593,1,1,2,6,5,6,15,31,36,42,43,34,49,37,31,34,34,25,34,25,23,23,29,22,23,17,15,19,15,9,9,7,5,4,6,8,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
594,2,5,17,13,24,16,16,20,7,8,4,2,4,7,16,13,28,25,37,23,35,34,44,43,33,27,27,29,22,26,17,7,12,11,10,10,11,7,8,6,4,6,6,1,5,3,1,2,1,NA
595,1,4,6,13,32,31,29,28,35,31,23,34,32,35,43,34,38,36,36,35,25,20,14,8,11,10,11,11,7,7,11,4,8,8,3,1,2,5,2,4,2,2,1,1,1,NA,NA,NA,NA,NA
596,1,2,5,6,8,25,24,15,29,27,30,38,37,36,35,32,41,38,29,30,34,23,14,21,17,14,17,13,9,10,13,17,6,7,12,6,6,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
597,1,1,1,1,4,3,4,7,6,13,38,38,51,46,59,46,41,47,49,34,26,34,17,28,23,15,21,15,13,12,12,5,5,7,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,1,2,4,4,4,14,11,14,16,20,16,12,20,17,22,19,24,19,30,33,29,16,17,23,11,22,25,12,18,12,17,9,8,12,11,7,8,9,9,7,3,2,4,1,1,1,1,1,NA,NA
599,1,2,4,7,10,16,23,24,21,25,32,24,23,22,22,23,30,28,28,21,31,28,30,29,19,18,19,17,21,22,11,12,13,7,16,10,7,5,10,6,5,2,2,3,1,1,3,1,NA,NA
600,3,3,11,17,15,28,30,28,31,39,32,48,36,43,46,42,39,24,29,29,26,12,15,24,10,10,14,4,4,9,7,5,3,5,1,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
601,1,2,2,4,11,19,30,49,36,37,41,37,45,47,48,44,43,40,37,29,18,30,22,15,4,11,6,4,4,2,4,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,1,1,1,1,1,4,4,13,22,27,38,41,46,46,44,32,26,26,19,28,21,28,31,24,26,17,21,15,13,16,11,17,8,14,16,11,4,3,6,3,1,1,1,3,NA,NA,NA,NA,NA,NA
603,4,8,8,11,23,29,61,48,52,50,29,28,24,17,23,19,18,15,19,23,20,20,23,16,14,21,19,12,9,7,4,9,6,3,8,4,2,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
604,1,2,6,5,7,11,7,17,20,17,25,31,22,29,24,29,31,27,31,22,20,25,22,19,14,14,8,10,14,11,9,12,10,8,6,5,6,3,1,2,4,5,2,1,1,2,NA,NA,NA,NA
605,1,1,11,8,26,35,30,45,51,38,40,43,46,30,41,30,45,31,30,24,19,16,17,11,12,11,7,5,9,3,2,2,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,3,2,6,8,10,14,13,24,18,20,17,22,26,38,33,27,27,30,26,24,26,25,31,27,21,28,16,16,15,17,15,17,13,12,13,8,5,8,6,4,3,4,5,5,1,1,2,1,2,NA
607,1,8,20,32,28,19,10,1,3,8,8,21,34,53,50,36,32,14,19,18,26,16,29,26,26,28,21,12,13,14,13,10,16,9,7,5,6,8,5,6,5,3,7,2,3,1,1,NA,NA,NA
608,2,13,28,37,19,16,5,4,7,14,19,40,58,56,37,35,31,36,32,30,26,20,19,17,15,16,13,15,13,8,6,8,6,10,3,4,2,4,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA
609,1,2,1,1,10,23,25,22,19,8,7,8,11,24,23,23,32,41,52,51,40,33,51,41,31,24,19,19,18,14,14,8,8,8,7,5,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,2,2,10,13,25,33,41,46,43,43,40,35,23,29,26,41,30,27,33,15,18,19,13,11,8,18,6,6,6,5,8,10,4,3,5,7,2,8,3,4,1,2,2,3,1,NA,NA,NA,NA,NA
611,2,3,5,1,3,12,13,17,18,25,31,29,30,28,30,40,28,34,20,33,23,21,24,14,8,14,12,11,11,6,6,9,11,7,6,1,3,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
612,1,2,4,8,19,27,28,21,31,33,30,31,29,33,46,38,29,34,33,14,22,14,13,17,12,5,5,3,4,2,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,2,8,15,16,26,36,42,45,26,44,23,43,46,38,36,28,33,24,30,22,13,21,8,11,11,7,11,10,8,7,7,6,4,6,7,3,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA
614,2,5,11,11,12,18,21,27,36,25,40,32,44,31,32,35,32,25,29,33,19,24,18,26,15,20,20,8,15,7,12,14,6,5,7,4,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,1,1,1,2,1,4,10,27,30,41,47,52,37,23,40,35,43,38,33,34,27,25,21,19,20,14,15,13,12,12,7,5,8,7,4,4,5,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
616,1,1,6,14,15,28,21,22,24,29,37,39,31,42,30,33,30,22,23,21,45,28,31,14,27,19,19,14,9,11,7,7,6,6,6,3,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,4,15,33,33,15,9,7,3,2,8,7,13,25,37,38,24,31,40,30,30,37,34,36,35,33,26,17,13,11,11,11,6,9,9,8,5,7,5,4,1,2,2,1,1,3,NA,NA,NA,NA,NA
618,1,1,1,1,4,6,9,21,26,22,30,40,34,36,41,38,44,47,46,27,33,34,31,31,29,13,11,8,12,11,9,6,6,5,6,1,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,1,11,17,23,15,12,9,6,6,8,16,19,30,30,34,27,22,21,14,11,9,8,22,20,23,16,22,17,11,16,9,10,9,9,6,7,7,7,4,4,6,7,4,4,3,2,2,2,NA,NA
620,1,1,1,3,3,2,11,14,21,21,20,20,21,27,24,33,30,27,26,18,25,23,31,27,31,20,21,17,9,9,12,12,11,6,5,4,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA
621,4,2,1,2,2,6,10,22,28,45,51,56,50,41,22,33,18,20,29,26,19,28,35,17,25,17,16,23,13,12,10,14,9,3,8,2,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
622,5,8,14,14,19,11,17,15,7,16,19,29,24,24,23,34,26,25,28,29,31,35,25,20,28,32,30,18,21,10,10,9,8,5,13,11,15,5,2,5,1,3,4,2,2,1,1,1,NA,NA
623,2,1,2,2,4,18,35,48,40,82,69,63,83,57,61,43,29,21,20,12,10,6,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,1,9,15,27,18,22,16,12,8,14,19,29,27,22,37,44,27,30,34,23,40,27,30,27,23,20,18,15,7,8,6,4,8,11,6,7,5,9,5,3,4,5,5,1,1,1,NA,NA,NA,NA
625,1,1,1,4,9,22,37,39,48,44,55,33,36,36,28,18,25,24,30,29,25,24,23,24,16,10,10,7,8,11,9,3,13,4,4,5,2,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,2,6,12,22,21,34,36,39,29,40,41,29,21,20,20,18,34,26,29,26,25,20,21,19,21,12,9,9,7,8,6,2,7,8,11,6,5,7,3,2,5,4,1,3,2,2,1,NA,NA,NA
627,1,2,11,15,26,32,33,29,32,27,20,24,25,36,33,45,32,39,41,28,37,24,29,17,12,12,6,4,6,13,4,9,9,5,4,3,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,4,12,13,24,19,16,15,21,31,42,41,42,33,31,35,26,32,31,30,30,25,22,15,23,15,13,15,5,10,9,9,5,2,7,5,3,1,3,2,4,3,1,2,2,1,2,1,1,1,NA
629,4,1,2,9,10,14,12,11,22,18,23,27,26,30,21,35,39,32,25,38,25,31,22,14,16,14,14,12,8,8,6,5,5,4,4,1,3,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
630,6,7,26,25,28,17,10,1,1,2,1,3,9,10,25,33,45,34,42,34,25,22,25,17,37,26,27,17,21,18,14,18,15,11,8,11,11,6,9,5,6,7,4,4,1,4,1,1,NA,NA
631,2,1,6,7,13,23,36,36,38,43,61,35,32,26,32,29,28,30,32,24,17,24,8,22,18,12,17,12,8,11,11,9,5,3,7,2,2,4,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA
632,1,1,2,3,8,14,20,37,26,33,26,30,23,29,35,29,33,37,28,38,31,38,28,30,25,21,16,12,9,9,10,9,9,4,5,3,6,2,2,5,1,1,1,2,1,1,1,NA,NA,NA
633,2,1,3,3,6,7,8,11,12,21,28,22,17,28,21,30,22,30,23,26,18,20,19,18,20,22,14,16,20,22,16,13,10,11,10,4,4,4,2,4,2,2,3,2,1,NA,NA,NA,NA,NA
